code,component_type,component_id,coefficient
4.1.3.6.3,material,510,0.02
4.1.3.6.3,material,624,1.05
4.1.3.6.4,material,510,0.02
4.1.3.6.4,material,625,1.05
4.1.3.6.5,material,510,0.02
4.1.3.6.5,material,626,1.05
4.1.4.1.1,material,510,0.01
4.1.4.1.1,material,627,25.0
4.1.4.1.10,material,510,0.01
4.1.4.1.10,material,635,25.0
4.1.4.1.11,material,510,0.01
4.1.4.1.11,material,636,25.0
4.1.4.1.12,material,510,0.01
4.1.4.1.12,material,637,25.0
4.1.4.1.13,material,510,0.01
4.1.4.1.13,material,638,25.0
4.1.4.1.14,material,510,0.01
4.1.4.1.14,material,639,25.0
4.1.4.1.2,material,510,0.01
4.1.4.1.2,material,628,25.0
4.1.4.1.3,material,510,0.01
4.1.4.1.3,material,629,25.0
4.1.4.1.5,material,510,0.01
4.1.4.1.5,material,630,25.0
4.1.4.1.6,material,510,0.01
4.1.4.1.6,material,631,25.0
4.1.4.1.7,material,510,0.01
4.1.4.1.7,material,632,25.0
4.1.4.1.8,material,510,0.01
4.1.4.1.8,material,633,25.0
4.1.4.1.9,material,510,0.01
4.1.4.1.9,material,634,25.0
4.1.4.2.1,material,510,0.01
4.1.4.2.1,material,640,16.0
4.1.4.2.10,material,510,0.01
4.1.4.2.10,material,649,16.0
4.1.4.2.11,material,510,0.01
4.1.4.2.11,material,650,16.0
4.1.4.2.12,material,510,0.01
4.1.4.2.12,material,651,16.0
4.1.4.2.13,material,510,0.01
4.1.4.2.13,material,652,16.0
4.1.4.2.14,material,510,0.01
4.1.4.2.14,material,653,16.0
4.1.4.2.15,material,510,0.01
4.1.4.2.15,material,654,16.0
4.1.4.2.16,material,510,0.01
4.1.4.2.16,material,655,16.0
4.1.4.2.17,material,510,0.01
4.1.4.2.17,material,656,16.0
4.1.4.2.18,material,510,0.01
4.1.4.2.18,material,657,16.0
4.1.4.2.19,material,510,0.01
4.1.4.2.19,material,658,16.0
4.1.4.2.2,material,510,0.01
4.1.4.2.2,material,641,16.0
4.1.4.2.20,material,510,0.01
4.1.4.2.20,material,659,16.0
4.1.4.2.21,material,510,0.01
4.1.4.2.21,material,660,16.0
4.1.4.2.22,material,510,0.01
4.1.4.2.22,material,661,16.0
4.1.4.2.23,material,510,0.01
4.1.4.2.23,material,662,16.0
4.1.4.2.24,material,510,0.01
4.1.4.2.24,material,663,16.0
4.1.4.2.25,material,510,0.01
4.1.4.2.25,material,664,16.0
4.1.4.2.26,material,510,0.01
4.1.4.2.26,material,665,16.0
4.1.4.2.3,material,510,0.01
4.1.4.2.3,material,642,16.0
4.1.4.2.4,material,510,0.01
4.1.4.2.4,material,643,16.0
4.1.4.2.5,material,510,0.01
4.1.4.2.5,material,644,16.0
4.1.4.2.6,material,510,0.01
4.1.4.2.6,material,645,16.0
4.1.4.2.7,material,510,0.01
4.1.4.2.7,material,646,16.0
4.1.4.2.8,material,510,0.01
4.1.4.2.8,material,647,16.0
4.1.4.2.9,material,510,0.01
4.1.4.2.9,material,648,16.0
4.1.4.3.1,material,510,0.01
4.1.4.3.1,material,666,9.0
4.1.4.3.10,material,510,0.01
4.1.4.3.10,material,675,9.0
4.1.4.3.11,material,510,0.01
4.1.4.3.11,material,676,9.0
4.1.4.3.12,material,510,0.01
4.1.4.3.12,material,677,9.0
4.1.4.3.13,material,510,0.01
4.1.4.3.13,material,678,9.0
4.1.4.3.14,material,510,0.01
4.1.4.3.14,material,679,9.0
4.1.4.3.15,material,510,0.01
4.1.4.3.15,material,680,9.0
4.1.4.3.16,material,510,0.01
4.1.4.3.16,material,681,9.0
4.1.4.3.17,material,510,0.01
4.1.4.3.17,material,682,9.0
4.1.4.3.18,material,510,0.01
4.1.4.3.18,material,683,9.0
4.1.4.3.19,material,510,0.01
4.1.4.3.19,material,684,9.0
4.1.4.3.2,material,510,0.01
4.1.4.3.2,material,667,9.0
4.1.4.3.3,material,510,0.01
4.1.4.3.3,material,668,9.0
4.1.4.3.4,material,510,0.01
4.1.4.3.4,material,669,9.0
4.1.4.3.5,material,510,0.01
4.1.4.3.5,material,670,9.0
4.1.4.3.6,material,510,0.01
4.1.4.3.6,material,671,9.0
4.1.4.3.7,material,510,0.01
4.1.4.3.7,material,672,9.0
4.1.4.3.8,material,510,0.01
4.1.4.3.8,material,673,9.0
4.1.4.3.9,material,510,0.01
4.1.4.3.9,material,674,9.0
4.1.5.1,material,510,0.01
4.1.5.1,material,685,1.0
4.1.5.2,material,510,0.01
4.1.5.2,material,686,1.0
4.1.5.3,material,510,0.01
4.1.5.3,material,687,1.0
4.1.5.4,material,510,0.01
4.1.5.4,material,688,1.0
4.1.5.5,material,510,0.01
4.1.5.5,material,689,1.0
4.1.6.1,material,690,1.0
4.1.6.2,material,508,1.0
4.1.6.3,material,691,1.0
4.1.6.4,material,692,1.0
4.1.7.1,material,18,5.6
4.1.7.1,material,693,1.0
4.1.7.1,material,694,0.003
4.1.7.1,material,695,0.01
4.1.7.1,material,696,0.3
4.1.7.1,material,697,0.6
4.1.7.1,material,698,0.004
4.1.7.10,material,18,5.6
4.1.7.10,material,694,0.003
4.1.7.10,material,696,0.3
4.1.7.10,material,697,0.8
4.1.7.10,material,698,0.004
4.1.7.10,material,700,1.0
4.1.7.10,material,702,0.015
4.1.7.11,material,18,5.6
4.1.7.11,material,694,0.003
4.1.7.11,material,696,0.3
4.1.7.11,material,697,1.0
4.1.7.11,material,698,0.004
4.1.7.11,material,701,1.0
4.1.7.11,material,702,0.015
4.1.7.12,material,18,5.6
4.1.7.12,material,696,0.3
4.1.7.12,material,697,1.0
4.1.7.12,material,698,0.004
4.1.7.12,material,699,0.003
4.1.7.12,material,701,1.0
4.1.7.12,material,702,0.015
4.1.7.2,material,18,5.6
4.1.7.2,material,693,1.0
4.1.7.2,material,695,0.01
4.1.7.2,material,696,0.3
4.1.7.2,material,697,0.6
4.1.7.2,material,698,0.004
4.1.7.2,material,699,0.003
4.1.7.3,material,18,5.6
4.1.7.3,material,694,0.003
4.1.7.3,material,695,0.01
4.1.7.3,material,696,0.3
4.1.7.3,material,697,0.8
4.1.7.3,material,698,0.004
4.1.7.3,material,700,1.0
4.1.7.4,material,18,5.6
4.1.7.4,material,694,0.003
4.1.7.4,material,695,0.01
4.1.7.4,material,696,0.3
4.1.7.4,material,697,0.8
4.1.7.4,material,698,0.004
4.1.7.4,material,700,1.0
4.1.7.5,material,18,5.6
4.1.7.5,material,694,0.003
4.1.7.5,material,695,0.01
4.1.7.5,material,696,0.3
4.1.7.5,material,697,1.0
4.1.7.5,material,698,0.004
4.1.7.5,material,701,1.0
4.1.7.6,material,18,5.6
4.1.7.6,material,695,0.01
4.1.7.6,material,696,0.3
4.1.7.6,material,697,1.0
4.1.7.6,material,698,0.004
4.1.7.6,material,699,0.003
4.1.7.6,material,701,1.0
4.1.7.7,material,18,5.6
4.1.7.7,material,693,1.0
4.1.7.7,material,694,0.003
4.1.7.7,material,696,0.3
4.1.7.7,material,697,0.6
4.1.7.7,material,698,0.004
4.1.7.7,material,702,0.015
4.1.7.8,material,18,5.6
4.1.7.8,material,693,1.0
4.1.7.8,material,696,0.3
4.1.7.8,material,697,0.6
4.1.7.8,material,698,0.004
4.1.7.8,material,699,0.003
4.1.7.8,material,702,0.015
4.1.7.9,material,18,5.6
4.1.7.9,material,694,0.003
4.1.7.9,material,696,0.3
4.1.7.9,material,697,0.8
4.1.7.9,material,698,0.004
4.1.7.9,material,700,1.0
4.1.7.9,material,702,0.015
4.1.8.10,material,703,0.35
4.1.8.10,material,706,0.15
4.1.8.11,material,703,0.4
4.1.8.11,material,705,0.15
4.1.8.11,material,706,0.15
4.1.8.2,material,703,0.4
4.1.8.2,material,704,0.3
4.1.8.3,material,703,0.4
4.1.8.3,material,704,0.3
4.1.8.4,material,703,0.4
4.1.8.4,material,704,0.6
4.1.8.4,material,705,0.15
4.1.8.5,material,703,0.4
4.1.8.5,material,704,0.5
4.1.8.6,material,703,0.35
4.1.8.6,material,704,0.75
4.1.8.7,material,703,0.4
4.1.8.7,material,704,1.0
4.1.8.7,material,705,0.15
4.1.8.8,material,703,0.35
4.1.8.8,material,706,0.15
4.1.8.9,material,703,0.4
4.1.8.9,material,706,0.15
4.1.9.1,material,703,0.35
4.1.9.2,material,703,0.4
4.1.9.2,material,705,0.15
4.1.9.3,material,703,0.4
4.2.1.1,material,707,5.0
4.2.1.2,material,707,5.0
4.2.2.1,material,697,0.0024
4.2.2.2,material,697,0.0024
4.2.3.1,material,18,5.0
4.2.3.1,material,708,1.2e-05
4.2.3.2,material,18,5.0
4.2.3.2,material,708,1.2e-05
4.2.3.2a,material,18,5.0
4.2.3.2a,material,708,1.2e-05
4.2.3.3,material,18,5.0
4.2.3.3,material,709,0.011
4.2.3.4,material,18,5.0
4.2.3.4,material,709,0.011
4.2.5.1,material,18,3.0
4.2.5.1,material,710,0.001
4.2.5.2,material,18,3.0
4.2.5.2,material,710,0.001
4.2.5.3,material,18,3.0
4.2.5.3,material,710,0.001
4.3.1,material,124,0.029
4.3.1,material,711,1.0
4.3.1,material,712,4.0
4.3.1,material,713,0.077
5.1.1.1,material,734,1.15
5.1.1.1.1,material,714,1.15
5.1.1.1.10,material,723,1.15
5.1.1.1.11,material,724,1.15
5.1.1.1.12,material,725,1.15
5.1.1.1.13,material,726,1.15
5.1.1.1.14,material,727,1.15
5.1.1.1.15,material,728,1.15
5.1.1.1.16,material,729,1.15
5.1.1.1.17,material,730,1.15
5.1.1.1.18,material,731,1.15
5.1.1.1.19,material,732,1.15
5.1.1.1.2,material,715,1.15
5.1.1.1.20,material,733,1.15
5.1.1.1.22,material,735,1.15
5.1.1.1.23,material,736,1.15
5.1.1.1.24,material,737,1.15
5.1.1.1.25,material,738,1.15
5.1.1.1.26,material,739,1.15
5.1.1.1.27,material,740,1.15
5.1.1.1.28,material,741,1.15
5.1.1.1.29,material,742,1.15
5.1.1.1.3,material,716,1.15
5.1.1.1.30,material,743,1.15
5.1.1.1.31,material,744,1.15
5.1.1.1.32,material,745,1.15
5.1.1.1.33,material,746,1.15
5.1.1.1.34,material,747,1.15
5.1.1.1.35,material,748,1.15
5.1.1.1.36,material,749,1.15
5.1.1.1.37,material,750,1.15
5.1.1.1.38,material,751,1.15
5.1.1.1.39,material,752,1.15
5.1.1.1.4,material,717,1.15
5.1.1.1.40,material,753,1.15
5.1.1.1.41,material,754,1.15
5.1.1.1.42,material,755,1.15
5.1.1.1.43,material,756,1.15
5.1.1.1.44,material,757,1.15
5.1.1.1.45,material,758,1.15
5.1.1.1.46,material,759,1.15
5.1.1.1.47,material,760,1.15
5.1.1.1.48,material,761,1.15
5.1.1.1.5,material,718,1.15
5.1.1.1.6,material,719,1.15
5.1.1.1.7,material,720,1.15
5.1.1.1.8,material,721,1.15
5.1.1.1.9,material,722,1.15
5.1.1.10.1,material,769,1.15
5.1.1.10.1,material,845,1.15
5.1.1.11.1,material,846,1.15
5.1.1.12.1,material,847,1.25
5.1.1.12.10,material,851,1.2
5.1.1.12.100,material,942,1.2
5.1.1.12.101,material,943,1.2
5.1.1.12.102,material,944,1.2
5.1.1.12.103,material,945,1.2
5.1.1.12.104,material,946,1.2
5.1.1.12.105,material,947,1.2
5.1.1.12.106,material,948,1.2
5.1.1.12.107,material,949,1.2
5.1.1.12.108,material,950,1.2
5.1.1.12.109,material,951,1.2
5.1.1.12.11,material,852,1.2
5.1.1.12.110,material,952,1.2
5.1.1.12.111,material,953,1.2
5.1.1.12.112,material,954,1.2
5.1.1.12.113,material,955,1.2
5.1.1.12.114,material,956,1.2
5.1.1.12.115,material,957,1.2
5.1.1.12.116,material,958,1.2
5.1.1.12.117,material,959,1.2
5.1.1.12.118,material,960,1.2
5.1.1.12.119,material,961,1.2
5.1.1.12.12,material,853,1.2
5.1.1.12.120,material,962,1.2
5.1.1.12.121,material,963,1.2
5.1.1.12.122,material,964,1.2
5.1.1.12.123,material,965,1.2
5.1.1.12.124,material,966,1.2
5.1.1.12.13,material,854,1.2
5.1.1.12.14,material,855,1.1
5.1.1.12.14,material,856,1.2
5.1.1.12.14,material,857,2.0
5.1.1.12.14,material,858,1.0
5.1.1.12.15,material,859,1.25
5.1.1.12.16,material,860,1.25
5.1.1.12.17,material,861,1.25
5.1.1.12.18,material,862,1.25
5.1.1.12.19,material,863,1.25
5.1.1.12.2,material,848,1.25
5.1.1.12.20,material,864,1.25
5.1.1.12.21,material,865,1.25
5.1.1.12.22,material,866,1.25
5.1.1.12.23,material,867,1.25
5.1.1.12.24,material,868,1.25
5.1.1.12.25,material,869,1.25
5.1.1.12.26,material,870,1.25
5.1.1.12.27,material,871,1.25
5.1.1.12.28,material,872,1.25
5.1.1.12.29,material,873,1.25
5.1.1.12.3,material,849,1.25
5.1.1.12.30,material,874,1.25
5.1.1.12.31,material,875,1.25
5.1.1.12.32,material,876,1.25
5.1.1.12.33,material,877,1.25
5.1.1.12.34,material,878,1.25
5.1.1.12.35,material,879,1.25
5.1.1.12.36,material,880,1.25
5.1.1.12.37,material,881,1.25
5.1.1.12.38,material,882,1.25
5.1.1.12.39,material,883,1.25
5.1.1.12.4,material,850,1.25
5.1.1.12.40,material,884,1.25
5.1.1.12.41,material,885,1.25
5.1.1.12.42,material,886,1.25
5.1.1.12.43,material,887,1.25
5.1.1.12.44,material,888,1.25
5.1.1.12.45,material,889,1.25
5.1.1.12.46,material,890,1.25
5.1.1.12.47,material,891,1.25
5.1.1.12.48,material,892,1.25
5.1.1.12.49,material,893,1.25
5.1.1.12.5,material,851,1.25
5.1.1.12.50,material,893,1.25
5.1.1.12.51,material,894,1.25
5.1.1.12.52,material,895,1.25
5.1.1.12.53,material,896,1.25
5.1.1.12.54,material,897,1.25
5.1.1.12.55,material,898,1.25
5.1.1.12.56,material,899,1.25
5.1.1.12.57,material,900,1.25
5.1.1.12.58,material,901,1.25
5.1.1.12.59,material,902,1.25
5.1.1.12.6,material,847,1.2
5.1.1.12.60,material,903,1.25
5.1.1.12.61,material,904,1.25
5.1.1.12.62,material,905,1.25
5.1.1.12.63,material,906,1.25
5.1.1.12.64,material,907,1.25
5.1.1.12.65,material,908,1.25
5.1.1.12.66,material,909,1.25
5.1.1.12.67,material,910,1.25
5.1.1.12.68,material,911,1.25
5.1.1.12.69,material,912,1.25
5.1.1.12.70,material,912,1.25
5.1.1.12.71,material,913,1.2
5.1.1.12.72,material,914,1.2
5.1.1.12.73,material,915,1.2
5.1.1.12.74,material,916,1.2
5.1.1.12.75,material,917,1.2
5.1.1.12.76,material,918,1.2
5.1.1.12.77,material,919,1.2
5.1.1.12.78,material,920,1.2
5.1.1.12.79,material,921,1.2
5.1.1.12.8,material,849,1.2
5.1.1.12.80,material,922,1.2
5.1.1.12.81,material,923,1.2
5.1.1.12.82,material,924,1.2
5.1.1.12.83,material,925,1.2
5.1.1.12.84,material,926,1.2
5.1.1.12.85,material,927,1.2
5.1.1.12.86,material,928,1.2
5.1.1.12.87,material,929,1.2
5.1.1.12.88,material,930,1.2
5.1.1.12.89,material,931,1.2
5.1.1.12.9,material,850,1.2
5.1.1.12.90,material,932,1.2
5.1.1.12.91,material,933,1.2
5.1.1.12.92,material,934,1.2
5.1.1.12.93,material,935,1.2
5.1.1.12.94,material,936,1.2
5.1.1.12.95,material,937,1.2
5.1.1.12.96,material,938,1.2
5.1.1.12.97,material,939,1.2
5.1.1.12.98,material,940,1.2
5.1.1.12.99,material,941,1.2
5.1.1.2.1,material,762,1.15
5.1.1.2.10,material,771,1.15
5.1.1.2.10,material,772,1.15
5.1.1.2.11,material,769,1.15
5.1.1.2.11,material,773,1.15
5.1.1.2.12,material,772,1.15
5.1.1.2.12,material,773,1.15
5.1.1.2.13,material,774,1.15
5.1.1.2.14,material,775,1.15
5.1.1.2.2,material,763,1.15
5.1.1.2.3,material,764,1.15
5.1.1.2.4,material,765,1.15
5.1.1.2.5,material,766,1.15
5.1.1.2.6,material,767,1.15
5.1.1.2.7,material,768,1.15
5.1.1.2.7,material,769,1.15
5.1.1.2.8,material,769,1.15
5.1.1.2.8,material,770,1.15
5.1.1.2.9,material,769,1.15
5.1.1.2.9,material,771,1.15
5.1.1.3.1,material,776,1.2
5.1.1.3.10,material,785,1.2
5.1.1.3.11,material,786,1.2
5.1.1.3.12,material,787,1.2
5.1.1.3.13,material,788,1.2
5.1.1.3.14,material,789,1.2
5.1.1.3.15,material,790,1.2
5.1.1.3.16,material,791,1.2
5.1.1.3.2,material,777,1.2
5.1.1.3.3,material,778,1.2
5.1.1.3.4,material,779,1.2
5.1.1.3.5,material,780,1.2
5.1.1.3.6,material,781,1.2
5.1.1.3.7,material,782,1.2
5.1.1.3.8,material,783,1.2
5.1.1.3.9,material,784,1.2
5.1.1.4.1,material,792,1.2
5.1.1.4.2,material,793,1.2
5.1.1.4.3,material,794,1.2
5.1.1.4.4,material,795,1.2
5.1.1.4.5,material,796,1.2
5.1.1.4.6,material,797,1.2
5.1.1.4.7,material,798,1.2
5.1.1.5.1,material,799,1.2
5.1.1.5.10,material,808,1.2
5.1.1.5.11,material,809,1.2
5.1.1.5.12,material,810,1.2
5.1.1.5.13,material,811,1.2
5.1.1.5.14,material,812,1.2
5.1.1.5.15,material,813,1.2
5.1.1.5.16,material,814,1.2
5.1.1.5.17,material,815,1.2
5.1.1.5.18,material,816,1.2
5.1.1.5.19,material,817,1.2
5.1.1.5.2,material,800,1.2
5.1.1.5.20,material,818,1.2
5.1.1.5.21,material,819,1.2
5.1.1.5.22,material,820,1.2
5.1.1.5.23,material,821,1.2
5.1.1.5.24,material,822,1.2
5.1.1.5.25,material,823,1.2
5.1.1.5.26,material,824,1.2
5.1.1.5.27,material,825,1.2
5.1.1.5.28,material,826,1.2
5.1.1.5.3,material,801,1.2
5.1.1.5.4,material,802,1.2
5.1.1.5.5,material,803,1.2
5.1.1.5.6,material,804,1.2
5.1.1.5.7,material,805,1.2
5.1.1.5.8,material,806,1.2
5.1.1.5.9,material,807,1.2
5.1.1.6.1,material,827,1.15
5.1.1.6.2,material,828,1.15
5.1.1.6.3,material,829,1.15
5.1.1.6.4,material,830,1.15
5.1.1.6.5,material,831,1.15
5.1.1.6.6,material,832,1.15
5.1.1.6.7,material,833,1.15
5.1.1.7.1,material,834,1.15
5.1.1.7.2,material,835,1.15
5.1.1.7.3,material,836,1.15
5.1.1.7.4,material,837,1.15
5.1.1.7.5,material,838,1.15
5.1.1.7.6,material,839,1.15
5.1.1.7.7,material,840,1.15
5.1.1.7.8,material,841,1.15
5.1.1.7.9,material,842,1.15
5.1.1.8.1,material,843,1.15
5.1.1.9.1,material,844,1.125
5.1.2.1,material,967,1.0
5.1.2.10,material,976,1.0
5.1.2.11,material,977,1.0
5.1.2.16,material,978,1.0
5.1.2.17,material,979,1.0
5.1.2.18,material,980,1.0
5.1.2.19,material,981,1.0
5.1.2.2,material,968,1.0
5.1.2.20,material,982,1.0
5.1.2.21,material,983,1.0
5.1.2.22,material,984,1.0
5.1.2.23,material,985,1.0
5.1.2.24,material,986,1.03
5.1.2.3,material,969,1.0
5.1.2.4,material,970,1.0
5.1.2.5,material,971,1.0
5.1.2.6,material,972,1.0
5.1.2.7,material,973,1.0
5.1.2.8,material,974,1.0
5.1.2.9,material,975,1.0
5.1.3.1,material,987,1.03
5.1.3.2,material,988,1.03
5.1.3.3,material,989,1.04
5.1.3.4,material,990,1.03
5.1.3.5,material,991,1.1
5.1.3.6,material,992,1.1
5.1.4.1,material,993,1.1
5.1.5.1,material,994,1.1
5.1.5.12,material,1000,1.1
5.1.5.13,material,782,14.3
5.1.5.13,material,1001,14.3
5.1.5.13,material,1002,1.0
5.1.5.13,material,1003,8.0
5.1.5.13,material,1004,8.0
5.1.5.13,material,1005,12.0
5.1.5.13,material,1006,4.0
5.1.5.13,material,1007,0.5
5.1.5.13,material,1008,4.0
5.1.5.14,material,1001,14.3
5.1.5.14,material,1002,1.0
5.1.5.14,material,1003,8.0
5.1.5.14,material,1004,8.0
5.1.5.14,material,1005,12.0
5.1.5.14,material,1006,4.0
5.1.5.14,material,1007,0.5
5.1.5.14,material,1008,4.0
5.1.5.14,material,1009,14.3
5.1.5.2,material,995,1.1
5.1.5.3,material,996,1.1
5.1.5.4,material,997,1.1
5.1.5.5,material,997,1.1
5.1.5.7,material,997,1.1
5.1.5.8,material,998,1.1
5.1.5.9,material,999,1.1
5.1.6.1,material,1010,1.03
5.1.6.2,material,1011,1.03
5.1.6.3,material,1012,1.05
5.1.6.4,material,1013,1.05
5.1.8.1,material,1014,1.0
5.1.8.1,material,1015,1.0
5.1.8.1,material,1016,6.0
5.1.8.1,material,1017,1.0
5.1.8.1,material,1018,26.4
5.1.8.1,material,1019,4.4
5.1.8.1,material,1020,6.0
5.1.8.1,material,1021,1.0
5.1.8.2,material,1014,1.0
5.1.8.2,material,1015,1.0
5.1.8.2,material,1017,1.0
5.1.8.2,material,1018,26.4
5.1.8.2,material,1019,4.4
5.1.8.2,material,1020,6.0
5.1.8.2,material,1021,1.0
5.1.8.2,material,1022,6.0
5.2.1,material,1023,1.1
5.2.10,material,1032,1.1
5.2.11,material,1033,1.2
5.2.12,material,1034,1.1
5.2.13,material,1035,1.2
5.2.14,material,1036,1.1
5.2.15,material,1037,1.1
5.2.16,material,1038,1.1
5.2.17,material,1039,1.1
5.2.18,material,1040,1.1
5.2.19,material,1041,1.1
5.2.2,material,1024,1.1
5.2.20,material,1042,1.05
5.2.21,material,1043,1.05
5.2.22,material,1020,1.05
5.2.23,material,1044,1.1
5.2.24,material,1045,1.1
5.2.25,material,1046,1.1
5.2.3,material,1025,1.1
5.2.4,material,1026,1.1
5.2.5,material,1027,1.1
5.2.6,material,1028,1.1
5.2.7,material,1029,1.05
5.2.8,material,1030,1.1
5.2.9,material,1031,1.1
5.3.1,material,738,33.0
5.3.1,material,743,16.5
5.3.1,material,782,3.3
5.3.1,material,782,8.8
5.3.1,material,782,11.0
5.3.1,material,806,16.5
5.3.1,material,806,33.0
5.3.1,material,1001,16.5
5.3.1,material,1001,33.0
5.3.1,material,1002,1.0
5.3.1,material,1002,1.0
5.3.1,material,1002,1.0
5.3.1,material,1002,1.0
5.3.1,material,1003,5.0
5.3.1,material,1003,5.0
5.3.1,material,1006,4.0
5.3.1,material,1006,4.0
5.3.1,material,1007,0.5
5.3.1,material,1007,0.5
5.3.1,material,1007,0.5
5.3.1,material,1007,0.5
5.3.1,material,1007,0.5
5.3.1,material,1007,0.5
5.3.1,material,1007,0.5
5.3.1,material,1008,3.0
5.3.1,material,1008,3.0
5.3.1,material,1008,3.0
5.3.1,material,1008,3.0
5.3.1,material,1008,3.0
5.3.1,material,1008,3.0
5.3.1,material,1008,3.0
5.3.1,material,1074,1.1
5.3.1,material,1075,1.1
5.3.1,material,1076,1.1
5.3.1,material,1077,1.0
5.3.1,material,1078,1.1
5.3.1,material,1079,1.1
5.3.1,material,1080,1.1
5.3.1,material,1081,1.1
5.3.1.1,material,782,8.8
5.3.1.1,material,1001,8.8
5.3.1.1,material,1002,1.0
5.3.1.1,material,1003,5.0
5.3.1.1,material,1004,10.0
5.3.1.1,material,1005,15.0
5.3.1.1,material,1006,4.0
5.3.1.1,material,1007,0.5
5.3.1.1,material,1008,4.0
5.3.1.1,material,1047,1.0
5.3.1.10,material,1055,1.1
5.3.1.10,material,1056,1.1
5.3.1.11,material,1057,1.2
5.3.1.12,material,1058,1.1
5.3.1.13,material,1059,1.1
5.3.1.14,material,1060,1.1
5.3.1.15,material,1051,1.1
5.3.1.15,material,1060,1.1
5.3.1.16,material,1061,1.1
5.3.1.17,material,1051,1.1
5.3.1.17,material,1061,1.1
5.3.1.18,material,1062,1.05
5.3.1.18,material,1063,1.05
5.3.1.19,material,1063,1.05
5.3.1.19,material,1064,1.05
5.3.1.2,material,782,8.8
5.3.1.2,material,1001,8.8
5.3.1.2,material,1002,1.0
5.3.1.2,material,1003,5.0
5.3.1.2,material,1004,10.0
5.3.1.2,material,1005,15.0
5.3.1.2,material,1006,4.0
5.3.1.2,material,1007,0.5
5.3.1.2,material,1008,4.0
5.3.1.2,material,1047,1.0
5.3.1.20,material,1065,1.1
5.3.1.21,material,1066,1.1
5.3.1.21,material,1067,1.1
5.3.1.22,material,1051,1.1
5.3.1.22,material,1066,1.1
5.3.1.22,material,1067,1.1
5.3.1.23,material,1067,1.1
5.3.1.23,material,1068,1.1
5.3.1.24,material,1051,1.1
5.3.1.24,material,1067,1.1
5.3.1.24,material,1068,1.1
5.3.1.25,material,1051,1.1
5.3.1.25,material,1067,1.1
5.3.1.25,material,1069,1.1
5.3.1.26,material,1051,1.1
5.3.1.26,material,1067,1.1
5.3.1.26,material,1070,1.1
5.3.1.27,material,1067,1.1
5.3.1.27,material,1071,1.1
5.3.1.28,material,1072,1.1
5.3.1.29,material,1073,1.1
5.3.1.3,material,1048,1.1
5.3.1.4,material,1049,1.1
5.3.1.4,material,1050,1.1
5.3.1.5,material,1049,1.1
5.3.1.5,material,1050,1.1
5.3.1.5,material,1051,1.1
5.3.1.6,material,1050,1.1
5.3.1.6,material,1052,1.1
5.3.1.7,material,1050,1.1
5.3.1.7,material,1051,1.1
5.3.1.7,material,1052,1.1
5.3.1.8,material,1053,1.1
5.3.1.9,material,1054,1.1
5.3.2.1,material,1082,1.1
5.3.2.2,material,1083,1.1
5.3.4.17,material,1007,1.2
5.3.4.17,material,1242,1.5
5.4.1.1,material,1084,1.1
5.4.1.10,material,1093,1.05
5.4.1.11,material,1094,1.05
5.4.1.12,material,1095,1.05
5.4.1.13,material,1096,1.05
5.4.1.14,material,1097,1.05
5.4.1.15,material,1098,1.05
5.4.1.16,material,1099,1.05
5.4.1.17,material,1100,1.05
5.4.1.18,material,1001,8.8
5.4.1.18,material,1002,1.0
5.4.1.18,material,1003,5.0
5.4.1.18,material,1004,10.0
5.4.1.18,material,1005,15.0
5.4.1.18,material,1047,1.0
5.4.1.18,material,1101,8.8
5.4.1.19,material,768,8.8
5.4.1.19,material,1001,8.8
5.4.1.19,material,1002,1.0
5.4.1.19,material,1003,5.0
5.4.1.19,material,1004,10.0
5.4.1.19,material,1005,15.0
5.4.1.19,material,1047,1.0
5.4.1.2,material,1085,1.05
5.4.1.20,material,768,16.5
5.4.1.20,material,1001,16.5
5.4.1.20,material,1002,1.0
5.4.1.20,material,1003,9.0
5.4.1.20,material,1004,18.0
5.4.1.20,material,1005,27.0
5.4.1.20,material,1047,1.0
5.4.1.21,material,1001,16.5
5.4.1.21,material,1002,1.0
5.4.1.21,material,1003,9.0
5.4.1.21,material,1004,18.0
5.4.1.21,material,1005,27.0
5.4.1.21,material,1047,1.0
5.4.1.21,material,1102,16.5
5.4.1.22,material,768,16.5
5.4.1.22,material,1001,16.5
5.4.1.22,material,1002,1.0
5.4.1.22,material,1003,9.0
5.4.1.22,material,1004,18.0
5.4.1.22,material,1005,27.0
5.4.1.22,material,1047,1.0
5.4.1.23,material,1001,16.5
5.4.1.23,material,1002,1.0
5.4.1.23,material,1003,9.0
5.4.1.23,material,1004,18.0
5.4.1.23,material,1005,27.0
5.4.1.23,material,1047,1.0
5.4.1.23,material,1102,16.5
5.4.1.24,material,1001,16.5
5.4.1.24,material,1002,1.0
5.4.1.24,material,1003,9.0
5.4.1.24,material,1004,18.0
5.4.1.24,material,1005,27.0
5.4.1.24,material,1047,1.0
5.4.1.24,material,1103,16.5
5.4.1.25,material,768,33.0
5.4.1.25,material,1001,33.0
5.4.1.25,material,1002,1.0
5.4.1.25,material,1003,17.0
5.4.1.25,material,1004,34.0
5.4.1.25,material,1005,51.0
5.4.1.25,material,1047,1.0
5.4.1.26,material,1104,1.1
5.4.1.27,material,1105,1.1
5.4.1.28,material,1106,1.1
5.4.1.29,material,1107,1.1
