code,component_type,component_id,coefficient
3.18.5.2,material,43,150.0
3.18.5.2,material,122,0.3
3.18.5.2,material,478,360.0
3.18.5.3,material,479,1.0
3.18.5.3,material,480,2.0
3.18.5.3,material,481,1.0
3.18.5.4,material,480,2.0
3.18.5.4,material,481,1.0
3.18.5.4,material,482,1.0
3.18.5.5,material,116,180.0
3.18.5.5,material,368,270.0
3.18.5.5,material,480,2.0
3.18.5.5,material,481,1.0
3.18.5.5,material,483,0.9
3.18.5.5,material,484,8.0
3.18.5.6,material,469,1.0
3.18.5.6,material,485,1.0
3.18.5.6,material,486,1.0
3.18.6.1,material,487,1.0
3.18.6.2.1,material,476,0.025
3.18.6.2.1,material,488,1.0
3.18.6.3,material,476,0.025
3.18.6.3,material,489,1.0
3.18.6.4,material,490,1.0
3.18.6.5,material,491,1.0
3.18.6.6,material,492,1.0
3.18.6.7,material,493,1.0
3.18.6.8,material,494,1.0
3.18.6.9,material,476,0.025
3.18.6.9,material,495,1.0
3.2.1,material,198,1.1
3.2.1.1,material,213,12.0
3.2.2,material,199,1.1
3.2.2,material,200,1.1
3.2.3,material,201,1.1
3.3.1,material,106,0.019
3.3.1,material,153,0.015
3.3.1,material,202,1.05
3.3.2,material,153,0.01
3.3.2,material,203,1.05
3.3.2,material,204,0.5
3.3.3,material,66,0.1
3.3.3,material,205,0.0108
3.3.4,material,66,0.05
3.3.4,material,205,0.011
3.3.5,material,66,0.05
3.3.5,material,206,1.05
3.3.6,material,66,0.05
3.3.6,material,207,1.05
3.4.1,material,208,1.05
3.4.1,material,209,0.3
3.4.2,material,210,1.389
3.4.3,material,211,1.389
3.4.4,material,212,1.389
3.5.1.2,material,214,5.8
3.5.1.3,material,215,1.5
3.5.1.4,material,215,1.5
3.5.1.4,material,216,3.6
3.5.1.4,material,217,0.15
3.5.1.4,material,218,1.05
3.5.2.1,material,171,0.11
3.5.2.1,material,219,0.364
3.5.2.2,material,66,0.01
3.5.2.2,material,220,1.21
3.5.2.3.1,material,221,0.375
3.5.2.3.1,material,222,0.03
3.5.2.3.2,material,48,0.375
3.5.2.3.2,material,222,0.03
3.5.2.3.3,material,187,0.375
3.5.2.3.3,material,222,0.03
3.5.2.4,material,222,0.01
3.5.2.4,material,223,0.015
3.5.2.5,material,171,0.01
3.5.2.5,material,224,1.1
3.5.2.6,material,171,0.01
3.5.2.6,material,225,1.1
3.5.2.7,material,171,0.0145
3.5.2.7,material,226,1.75
3.5.3.1,material,124,0.05
3.5.3.1,material,227,4.0
3.5.3.2,material,12,0.015
3.5.3.2,material,228,0.25
3.5.3.3,material,12,0.0163
3.5.3.3,material,228,0.25
3.6.1.1,material,15,43.5
3.6.1.1,material,43,143.81
3.6.1.1,material,122,0.08
3.6.1.10,material,15,8.32
3.6.1.10,material,43,71.91
3.6.1.10,material,122,0.049
3.6.1.2,material,15,32.95
3.6.1.2,material,43,143.81
3.6.1.2,material,122,0.091
3.6.1.3,material,15,26.55
3.6.1.3,material,43,143.81
3.6.1.3,material,122,0.093
3.6.1.4,material,15,22.2
3.6.1.4,material,43,143.81
3.6.1.4,material,122,0.102
3.6.1.5,material,15,18.5
3.6.1.5,material,43,143.81
3.6.1.5,material,122,0.122
3.6.1.6,material,15,18.95
3.6.1.6,material,43,71.91
3.6.1.6,material,122,0.038
3.6.1.7,material,15,14.37
3.6.1.7,material,43,71.91
3.6.1.7,material,122,0.04
3.6.1.8,material,15,11.5
3.6.1.8,material,43,71.91
3.6.1.8,material,122,0.043
3.6.1.9,material,15,9.68
3.6.1.9,material,43,71.91
3.6.1.9,material,122,0.045
3.6.2.1,material,15,30.32
3.6.2.1,material,122,0.728
3.6.2.1,material,229,14.0
3.6.2.1,material,230,0.28
3.6.2.2,material,15,24.26
3.6.2.2,material,122,0.772
3.6.2.2,material,229,14.0
3.6.2.2,material,230,0.28
3.6.2.3,material,15,22.74
3.6.2.3,material,122,0.55
3.6.2.3,material,230,0.28
3.6.2.3,material,231,12.5
3.6.2.4,material,15,18.2
3.6.2.4,material,122,0.582
3.6.2.4,material,230,0.28
3.6.2.4,material,231,12.5
3.6.2.5,material,15,15.16
3.6.2.5,material,122,0.364
3.6.2.5,material,230,0.28
3.6.2.5,material,232,12.5
3.6.2.6,material,15,12.13
3.6.2.6,material,122,0.388
3.6.2.6,material,230,0.28
3.6.2.6,material,232,12.5
3.6.3.1,material,15,14.0
3.6.3.1,material,122,0.035
3.6.3.1,material,233,36.46
3.6.3.2,material,15,11.0
3.6.3.2,material,122,0.035
3.6.3.2,material,233,36.46
3.6.3.3,material,15,14.0
3.6.3.3,material,122,0.032
3.6.3.3,material,234,36.46
3.6.3.4,material,15,14.0
3.6.3.4,material,122,0.032
3.6.3.4,material,235,26.25
3.6.3.5,material,15,14.0
3.6.3.5,material,122,0.032
3.6.3.5,material,233,26.25
3.6.4.1,material,1,8.75
3.6.4.1,material,2,3.429
3.6.4.1,material,6,8.75
3.6.4.1,material,236,2.571
3.6.4.1.A,material,2,3.429
3.6.4.1.A,material,3,8.75
3.6.4.1.B,material,2,3.429
3.6.4.1.B,material,4,8.75
3.6.4.1.C,material,2,3.429
3.6.4.1.C,material,5,8.75
3.6.4.1.D,material,2,3.429
3.6.4.1.D,material,6,8.75
3.6.4.2,material,2,3.429
3.6.4.2,material,7,8.75
3.6.4.2,material,11,8.75
3.6.4.2,material,236,3.429
3.6.4.2A,material,2,3.429
3.6.4.2A,material,8,8.75
3.6.4.2B,material,2,3.429
3.6.4.2B,material,9,8.75
3.6.4.2C,material,2,3.429
3.6.4.2C,material,10,8.75
3.6.4.2D,material,2,3.429
3.6.4.2D,material,11,8.75
3.6.4.3,material,236,6.857
3.6.4.3,material,237,8.75
3.6.5.1,material,15,30.95
3.6.5.1,material,122,0.091
3.6.5.1,material,230,0.28
3.6.5.1,material,238,14.0
3.6.5.2,material,15,24.26
3.6.5.2,material,122,0.772
3.6.5.2,material,230,0.28
3.6.5.2,material,238,14.0
3.6.6.1,material,171,0.05
3.6.6.1,material,239,0.739
3.6.6.1,material,240,1.1
3.6.6.1,material,241,0.106
3.7.1,material,15,15.504
3.7.1,material,122,0.016
3.7.10,material,15,0.5
3.7.10,material,122,0.013
3.7.11,material,15,10.0
3.7.11,material,242,15.0
3.7.12,material,15,10.0
3.7.12,material,243,15.0
3.7.13,material,15,4.32
3.7.13,material,41,0.006
3.7.14,material,15,3.108
3.7.15,material,15,1.6
3.7.16,material,244,2.0
3.7.2,material,15,10.224
3.7.2,material,122,0.02
3.7.3,material,15,7.776
3.7.3,material,122,0.023
3.7.4,material,15,6.24
3.7.4,material,122,0.024
3.7.5,material,15,5.184
3.7.5,material,122,0.026
3.7.6,material,15,4.416
3.7.6,material,122,0.027
3.7.7,material,236,16.67
3.7.8,material,15,3.25
3.7.9,material,15,6.24
3.7.9,material,122,0.024
3.8.1,material,245,0.05
3.8.10.1,material,260,0.1
3.8.10.1,material,261,0.26
3.8.10.2,material,262,0.1
3.8.10.2,material,263,0.26
3.8.11.1,material,260,0.12
3.8.11.1,material,261,0.18
3.8.11.2,material,262,0.12
3.8.11.2,material,263,0.18
3.8.12,material,254,0.1
3.8.12,material,264,0.15
3.8.12,material,265,0.25
3.8.13,material,254,0.2
3.8.13,material,264,0.3
3.8.13,material,265,0.25
3.8.14,material,253,0.01
3.8.14,material,266,0.3
3.8.15,material,252,0.01
3.8.15,material,253,0.01
3.8.15,material,266,0.11
3.8.15,material,267,0.17
3.8.15,material,268,0.08
3.8.16,material,252,0.01
3.8.16,material,253,0.01
3.8.16,material,254,0.02
3.8.16,material,269,0.1
3.8.17,material,252,0.01
3.8.17,material,253,0.01
3.8.17,material,269,0.1
3.8.17,material,270,0.002
3.8.18,material,252,0.01
3.8.18,material,253,0.01
3.8.18,material,266,0.1
3.8.18,material,267,0.1
3.8.18,material,268,0.08
3.8.19,material,252,0.01
3.8.19,material,253,0.01
3.8.19,material,268,0.3
3.8.2,material,246,0.05
3.8.20.1,material,260,0.12
3.8.20.1,material,261,0.18
3.8.20.2,material,271,0.12
3.8.20.2,material,272,0.18
3.8.21,material,273,1.0
3.8.22,material,254,0.6
3.8.22,material,274,0.15
3.8.22,material,275,0.15
3.8.22,material,276,0.15
3.8.22,material,277,0.24
3.8.22,material,278,0.2
3.8.3,material,247,0.05
3.8.4,material,248,0.2
3.8.4,material,249,0.15
3.8.4,material,250,0.17
3.8.4,material,251,0.26
3.8.4,material,252,0.01
3.8.4,material,253,0.03
3.8.4,material,254,0.2
3.8.5,material,248,0.2
3.8.5,material,249,0.15
3.8.5,material,250,0.17
3.8.5,material,251,0.35
3.8.5,material,252,0.01
3.8.5,material,253,0.03
3.8.5,material,254,0.2
3.8.6,material,255,0.36
3.8.7,material,254,2.0
3.8.7,material,256,0.15
3.8.7,material,257,0.372
3.8.8,material,19,0.35
3.8.9,material,254,0.1
3.8.9,material,258,0.15
3.8.9,material,259,0.05
3.9.1,material,15,13.632
3.9.1,material,122,0.027
3.9.1,material,279,26.25
3.9.1.2,material,15,13.632
3.9.1.2,material,122,0.027
3.9.1.2,material,280,11.667
3.9.1.3,material,15,13.632
3.9.1.3,material,122,0.027
3.9.1.3,material,281,6.563
3.9.1.4,material,15,13.632
3.9.1.4,material,122,0.027
3.9.1.4,material,282,2.917
3.9.1.5,material,15,1.704
3.9.1.5,material,122,0.003
3.9.1.5,material,283,5.25
3.9.1.6,material,15,1.704
3.9.1.6,material,122,0.003
3.9.1.6,material,284,3.5
3.9.1.7,material,15,1.704
3.9.1.7,material,122,0.003
3.9.1.7,material,285,2.625
3.9.1.8,material,15,1.704
3.9.1.8,material,122,0.003
3.9.1.8,material,286,1.75
3.9.2.1,material,15,13.632
3.9.2.1,material,122,0.027
3.9.2.1,material,154,1.5
3.9.2.1,material,287,26.25
3.9.2.2,material,15,13.632
3.9.2.2,material,122,0.027
3.9.2.2,material,154,1.5
3.9.2.2,material,288,11.667
3.9.2.3,material,15,13.632
3.9.2.3,material,122,0.027
3.9.2.3,material,154,1.5
3.9.2.3,material,289,6.563
3.9.2.4,material,15,13.632
3.9.2.4,material,122,0.027
3.9.2.4,material,154,1.5
3.9.2.4,material,290,2.917
3.9.2.5,material,15,1.704
3.9.2.5,material,122,0.003
3.9.2.5,material,154,0.188
3.9.2.5,material,291,5.25
3.9.2.6,material,15,1.704
3.9.2.6,material,122,0.003
3.9.2.6,material,154,0.188
3.9.2.6,material,292,3.5
3.9.2.7,material,15,1.704
3.9.2.7,material,122,0.003
3.9.2.7,material,154,0.188
3.9.2.7,material,293,2625.0
3.9.2.8,material,15,1.704
3.9.2.8,material,122,0.003
3.9.2.8,material,154,0.188
3.9.2.8,material,294,1.75
3.9.3.1,material,15,13.632
3.9.3.1,material,122,0.027
3.9.3.1,material,154,1.5
3.9.3.1,material,295,11.667
3.9.3.2,material,15,13.632
3.9.3.2,material,122,0.027
3.9.3.2,material,154,1.5
3.9.3.2,material,296,6.563
3.9.3.3,material,154,0.1
3.9.3.3,material,297,0.036
3.9.3.4,material,15,1.704
3.9.3.4,material,122,0.003
3.9.3.4,material,154,0.188
3.9.3.4,material,298,3.5
3.9.3.5,material,15,1.704
3.9.3.5,material,122,0.003
3.9.3.5,material,154,0.188
3.9.3.5,material,299,2.625
3.9.4.1,material,15,13.632
3.9.4.1,material,122,0.027
3.9.4.1,material,154,1.5
3.9.4.1,material,300,11.667
3.9.4.10,material,15,1.704
3.9.4.10,material,122,0.003
3.9.4.10,material,154,0.188
3.9.4.10,material,309,3.5
3.9.4.11,material,15,1.704
3.9.4.11,material,122,0.003
3.9.4.11,material,154,0.188
3.9.4.11,material,310,2.625
3.9.4.12,material,15,1.704
3.9.4.12,material,122,0.003
3.9.4.12,material,154,0.188
3.9.4.12,material,311,1.75
3.9.4.2,material,15,13.632
3.9.4.2,material,122,0.027
3.9.4.2,material,154,1.5
3.9.4.2,material,301,6.563
3.9.4.3,material,15,13.632
3.9.4.3,material,122,0.027
3.9.4.3,material,154,1.5
3.9.4.3,material,302,2.917
3.9.4.4,material,15,1.704
3.9.4.4,material,122,0.003
3.9.4.4,material,154,0.188
3.9.4.4,material,303,3.5
3.9.4.5,material,15,1.704
3.9.4.5,material,122,0.003
3.9.4.5,material,154,0.188
3.9.4.5,material,304,2.625
3.9.4.6,material,15,1.704
3.9.4.6,material,122,0.003
3.9.4.6,material,154,0.188
3.9.4.6,material,305,1.75
3.9.4.7,material,15,13.632
3.9.4.7,material,122,0.027
3.9.4.7,material,154,1.5
3.9.4.7,material,306,11.667
3.9.4.8,material,15,13.632
3.9.4.8,material,122,0.027
3.9.4.8,material,154,1.5
3.9.4.8,material,307,6.563
3.9.4.9,material,15,13.632
3.9.4.9,material,122,0.027
3.9.4.9,material,154,1.5
3.9.4.9,material,308,2.917
3.9.5.1,material,15,13.632
3.9.5.1,material,122,0.027
3.9.5.1,material,154,1.5
3.9.5.1,material,312,11.667
3.9.5.2,material,15,13.632
3.9.5.2,material,122,0.027
3.9.5.2,material,154,1.5
3.9.5.2,material,313,6.563
3.9.5.3,material,15,13.632
3.9.5.3,material,122,0.027
3.9.5.3,material,154,1.5
3.9.5.3,material,314,2.917
3.9.5.4,material,15,1.704
3.9.5.4,material,122,0.003
3.9.5.4,material,154,0.188
3.9.5.4,material,315,3.5
3.9.5.5,material,15,1.704
3.9.5.5,material,122,0.003
3.9.5.5,material,154,0.188
3.9.5.5,material,316,2.625
3.9.5.6,material,15,1.704
3.9.5.6,material,122,0.003
3.9.5.6,material,154,0.188
3.9.5.6,material,317,1.75
3.9.6.1,material,15,13.632
3.9.6.1,material,122,0.027
3.9.6.1,material,154,1.5
3.9.6.1,material,318,11.667
3.9.6.2,material,15,13.632
3.9.6.2,material,122,0.027
3.9.6.2,material,154,1.5
3.9.6.2,material,319,6.563
3.9.6.3,material,15,13.632
3.9.6.3,material,122,0.027
3.9.6.3,material,154,1.5
3.9.6.3,material,320,2.917
3.9.6.4,material,15,1.704
3.9.6.4,material,122,0.003
3.9.6.4,material,154,0.188
3.9.6.4,material,321,3.5
3.9.6.5,material,15,1.704
3.9.6.5,material,122,0.003
3.9.6.5,material,154,0.188
3.9.6.5,material,322,2.625
3.9.6.6,material,15,1.704
3.9.6.6,material,122,0.003
3.9.6.6,material,154,0.188
3.9.6.6,material,323,1.75
3.9.6.7,material,15,1.704
3.9.6.7,material,122,0.003
3.9.6.7,material,154,0.188
3.9.6.7,material,324,3.5
3.9.6.8,material,15,1.704
3.9.6.8,material,122,0.003
3.9.6.8,material,154,0.188
3.9.6.8,material,325,2.625
3.9.6.9,material,15,1.704
3.9.6.9,material,122,0.003
3.9.6.9,material,154,0.188
3.9.6.9,material,326,1.75
3.9.7.1,material,15,13.632
3.9.7.1,material,122,0.027
3.9.7.1,material,154,1.5
3.9.7.1,material,327,164.063
3.9.7.2,material,15,13.632
3.9.7.2,material,122,0.027
3.9.7.2,material,154,1.5
3.9.7.2,material,328,105.0
3.9.7.3,material,15,13.632
3.9.7.3,material,122,0.027
3.9.7.3,material,154,1.5
3.9.7.3,material,329,26.25
3.9.7.4,material,15,13.632
3.9.7.4,material,122,0.027
3.9.7.4,material,154,1.5
3.9.7.4,material,330,11.667
3.9.7.5,material,15,13.632
3.9.7.5,material,122,0.027
3.9.7.5,material,154,1.5
3.9.7.5,material,331,6.563
3.9.7.6,material,15,1.704
3.9.7.6,material,122,0.003
3.9.7.6,material,154,0.188
3.9.7.6,material,332,5.3
3.9.8.1,material,15,13.632
3.9.8.1,material,122,0.027
3.9.8.1,material,154,1.5
3.9.8.1,material,333,26.25
3.9.8.2,material,15,13.632
3.9.8.2,material,122,0.027
3.9.8.2,material,154,1.5
3.9.8.2,material,334,11.667
3.9.8.3,material,15,13.632
3.9.8.3,material,122,0.027
3.9.8.3,material,154,1.5
3.9.8.3,material,335,6.563
3.9.8.4.1,material,15,13.632
3.9.8.4.1,material,122,0.027
3.9.8.4.1,material,154,1.5
3.9.8.4.1,material,336,11.667
3.9.8.4.2,material,15,13.632
3.9.8.4.2,material,122,0.027
3.9.8.4.2,material,154,1.5
3.9.8.4.2,material,337,6.563
3.9.8.5,material,15,1.704
3.9.8.5,material,122,0.003
3.9.8.5,material,154,0.188
3.9.8.5,material,338,5.25
3.9.8.6,material,15,1.704
3.9.8.6,material,122,0.003
3.9.8.6,material,154,0.188
3.9.8.6,material,339,3.5
3.9.8.7,material,15,1.704
3.9.8.7,material,122,0.003
3.9.8.7,material,154,0.188
3.9.8.7,material,340,2.625
3.9.8.8,material,15,1.704
3.9.8.8,material,122,0.003
3.9.8.8,material,154,0.188
3.9.8.8,material,341,1.75
3.9.8.9,material,15,1.704
3.9.8.9,material,122,0.003
3.9.8.9,material,154,0.188
3.9.8.9,material,342,1.75
3.9.9.1,material,15,8.19
3.9.9.1,material,122,0.045
3.9.9.1,material,154,0.134
3.9.9.1,material,343,1.06
3.9.9.10,material,354,2.71
3.9.9.11,material,355,0.0667
3.9.9.11,material,356,0.0667
3.9.9.12,material,15,13.632
3.9.9.12,material,41,0.027
3.9.9.12,material,154,1.5
3.9.9.12,material,357,11.667
3.9.9.13,material,15,13.632
3.9.9.13,material,122,0.027
3.9.9.13,material,154,1.5
3.9.9.13,material,358,6.563
3.9.9.2,material,344,1.05
3.9.9.2,material,345,0.35
3.9.9.3,material,345,0.35
3.9.9.3,material,346,1.05
3.9.9.4,material,347,1.05
3.9.9.4,material,348,0.6
3.9.9.6,material,171,0.05
3.9.9.6,material,350,0.003
3.9.9.7,material,351,11.87
3.9.9.7,material,352,0.35
3.9.9.8,material,351,3.1
3.9.9.8,material,352,0.08
3.9.9.9,material,353,5.0
4.1.1.11,material,500,1.0
4.1.1.13,material,501,1.0
4.1.1.15,material,502,1.0
4.1.1.17,material,503,1.0
4.1.1.19,material,504,1.0
4.1.1.21,material,505,1.0
4.1.1.23,material,506,1.0
4.1.1.25,material,507,1.0
4.1.1.27,material,508,1.0
4.1.1.3,material,496,1.0
4.1.1.5,material,497,1.0
4.1.1.7,material,498,1.0
4.1.1.9,material,499,1.0
4.1.10.1,material,707,5.0
4.1.10.2,material,707,3.0
4.1.10.3,material,707,4.0
4.1.10.4,material,707,3.0
4.1.10.5,material,707,4.0
4.1.11.1,material,707,10.0
4.1.11.10,material,707,8.0
4.1.11.2,material,707,6.0
4.1.11.3,material,707,8.0
4.1.11.4,material,707,6.0
4.1.11.5,material,707,8.0
4.1.11.6,material,707,10.0
4.1.11.7,material,707,6.0
4.1.11.8,material,707,8.0
4.1.11.9,material,707,6.0
4.1.12.1,material,707,5.0
4.1.12.2,material,707,5.0
4.1.12.3,material,707,5.0
4.1.13.1,material,707,10.0
4.1.13.2,material,707,10.0
4.1.13.3,material,707,10.0
4.1.13.4,material,707,10.0
4.1.13.5,material,707,10.0
4.1.13.6,material,707,10.0
4.1.2.1.1,material,509,1.05
4.1.2.1.1,material,510,0.005
4.1.2.1.10,material,510,0.005
4.1.2.1.10,material,519,1.05
4.1.2.1.11,material,496,1.05
4.1.2.1.11,material,510,0.005
4.1.2.1.12,material,510,0.005
4.1.2.1.12,material,520,1.05
4.1.2.1.13,material,510,0.005
4.1.2.1.13,material,521,1.05
4.1.2.1.14,material,510,0.005
4.1.2.1.14,material,522,1.05
4.1.2.1.15,material,510,0.005
4.1.2.1.15,material,523,1.05
4.1.2.1.16,material,510,0.005
4.1.2.1.16,material,524,1.05
4.1.2.1.17,material,510,0.005
4.1.2.1.17,material,525,1.05
4.1.2.1.2,material,510,0.005
4.1.2.1.2,material,511,1.05
4.1.2.1.3,material,510,0.005
4.1.2.1.3,material,512,1.05
4.1.2.1.4,material,510,0.005
4.1.2.1.4,material,513,1.05
4.1.2.1.5,material,510,0.005
4.1.2.1.5,material,514,1.05
4.1.2.1.6,material,510,0.005
4.1.2.1.6,material,515,1.05
4.1.2.1.7,material,510,0.005
4.1.2.1.7,material,516,1.05
4.1.2.1.8,material,510,0.005
4.1.2.1.8,material,517,1.05
4.1.2.1.9,material,510,0.005
4.1.2.1.9,material,518,1.05
4.1.2.2.1,material,510,0.005
4.1.2.2.1,material,526,1.05
4.1.2.2.10,material,510,0.005
4.1.2.2.10,material,534,1.05
4.1.2.2.11,material,510,0.005
4.1.2.2.11,material,535,1.05
4.1.2.2.12,material,510,0.005
4.1.2.2.12,material,536,1.05
4.1.2.2.13,material,510,0.005
4.1.2.2.13,material,536,1.05
4.1.2.2.2,material,510,0.005
4.1.2.2.2,material,527,1.05
4.1.2.2.3,material,510,0.005
4.1.2.2.3,material,528,1.05
4.1.2.2.4,material,510,0.005
4.1.2.2.4,material,529,1.05
4.1.2.2.5,material,510,0.005
4.1.2.2.5,material,530,1.05
4.1.2.2.6,material,510,0.005
4.1.2.2.6,material,531,1.05
4.1.2.2.7,material,510,0.005
4.1.2.2.7,material,532,1.05
4.1.2.2.8,material,510,0.005
4.1.2.2.8,material,533,1.05
4.1.2.2.9,material,497,1.05
4.1.2.2.9,material,510,0.005
4.1.2.3.1,material,510,0.01
4.1.2.3.1,material,537,1.05
4.1.2.3.10,material,510,0.01
4.1.2.3.10,material,545,1.05
4.1.2.3.11,material,510,0.01
4.1.2.3.11,material,545,1.05
4.1.2.3.2,material,498,1.05
4.1.2.3.2,material,510,0.01
4.1.2.3.3,material,510,0.01
4.1.2.3.3,material,538,1.05
4.1.2.3.4,material,510,0.01
4.1.2.3.4,material,539,1.05
4.1.2.3.5,material,510,0.01
4.1.2.3.5,material,540,1.05
4.1.2.3.6,material,510,0.01
4.1.2.3.6,material,541,1.05
4.1.2.3.7,material,510,0.01
4.1.2.3.7,material,542,1.05
4.1.2.3.8,material,510,0.01
4.1.2.3.8,material,543,1.05
4.1.2.3.9,material,510,0.01
4.1.2.3.9,material,544,1.05
4.1.2.4.1,material,510,0.01
4.1.2.4.1,material,546,1.05
4.1.2.4.10,material,510,0.01
4.1.2.4.10,material,554,1.05
4.1.2.4.11,material,510,0.01
4.1.2.4.11,material,555,1.05
4.1.2.4.12,material,510,0.01
4.1.2.4.12,material,556,1.05
4.1.2.4.13,material,510,0.01
4.1.2.4.13,material,557,1.05
4.1.2.4.14,material,510,0.01
4.1.2.4.14,material,558,1.05
4.1.2.4.15,material,510,0.01
4.1.2.4.15,material,559,1.05
4.1.2.4.16,material,510,0.01
4.1.2.4.16,material,560,1.05
4.1.2.4.17,material,510,0.01
4.1.2.4.17,material,561,1.05
4.1.2.4.18,material,510,0.01
4.1.2.4.18,material,562,1.05
4.1.2.4.2,material,510,0.01
4.1.2.4.2,material,547,1.05
4.1.2.4.3,material,499,1.05
4.1.2.4.3,material,510,0.01
4.1.2.4.4,material,510,0.01
4.1.2.4.4,material,548,1.05
4.1.2.4.5,material,510,0.01
4.1.2.4.5,material,549,1.05
4.1.2.4.6,material,510,0.01
4.1.2.4.6,material,550,1.05
4.1.2.4.7,material,510,0.01
4.1.2.4.7,material,551,1.05
4.1.2.4.8,material,510,0.01
4.1.2.4.8,material,552,1.05
4.1.2.4.9,material,510,0.01
4.1.2.4.9,material,553,1.05
4.1.2.5.1,material,510,0.02
4.1.2.5.1,material,563,1.05
4.1.2.5.10,material,500,1.05
4.1.2.5.10,material,510,0.02
4.1.2.5.11,material,510,0.02
4.1.2.5.11,material,572,1.05
4.1.2.5.12,material,510,0.02
4.1.2.5.12,material,573,1.05
4.1.2.5.13,material,510,0.02
4.1.2.5.13,material,574,1.05
4.1.2.5.14,material,510,0.02
4.1.2.5.14,material,575,1.05
4.1.2.5.2,material,510,0.02
4.1.2.5.2,material,564,1.05
4.1.2.5.3,material,510,0.02
4.1.2.5.3,material,565,1.05
4.1.2.5.4,material,510,0.02
4.1.2.5.4,material,566,1.05
4.1.2.5.5,material,510,0.02
4.1.2.5.5,material,567,1.05
4.1.2.5.6,material,510,0.02
4.1.2.5.6,material,568,1.05
4.1.2.5.7,material,510,0.02
4.1.2.5.7,material,569,1.05
4.1.2.5.8,material,510,0.02
4.1.2.5.8,material,570,1.05
4.1.2.5.9,material,510,0.02
4.1.2.5.9,material,571,1.05
4.1.2.6.1,material,510,0.02
4.1.2.6.1,material,576,1.05
4.1.2.6.2,material,510,0.02
4.1.2.6.2,material,577,1.05
4.1.2.6.3,material,510,0.02
4.1.2.6.3,material,576,1.05
4.1.2.6.4,material,510,0.02
4.1.2.6.4,material,578,1.05
4.1.2.6.5,material,510,0.02
4.1.2.6.5,material,579,1.05
4.1.2.6.6,material,510,0.02
4.1.2.6.6,material,580,1.05
4.1.2.6.7,material,510,0.02
4.1.2.6.7,material,581,1.05
4.1.2.6.8,material,510,0.02
4.1.2.7.1,material,502,1.05
4.1.2.7.1,material,510,0.02
4.1.2.7.2,material,510,0.02
4.1.2.7.2,material,582,1.05
4.1.2.7.3,material,510,0.02
4.1.2.7.3,material,583,1.05
4.1.2.7.4,material,510,0.02
4.1.2.7.4,material,584,1.05
4.1.2.7.5,material,510,0.02
4.1.2.7.5,material,585,1.05
4.1.2.7.6,material,510,0.02
4.1.2.7.6,material,586,1.05
4.1.2.7.7,material,510,0.02
4.1.2.7.7,material,587,1.05
4.1.2.8.1,material,510,0.02
4.1.2.8.1,material,588,1.05
4.1.2.8.2,material,503,1.05
4.1.2.8.2,material,510,0.02
4.1.2.8.3,material,510,0.02
4.1.2.8.3,material,589,1.05
4.1.2.8.4,material,510,0.02
4.1.2.8.4,material,589,1.05
4.1.2.8.5,material,510,0.02
4.1.2.8.5,material,590,1.05
4.1.2.8.6,material,510,0.02
4.1.2.8.6,material,591,1.05
4.1.2.8.7,material,510,0.02
4.1.2.8.7,material,592,1.05
4.1.3.1.1,material,510,0.005
4.1.3.1.1,material,593,1.05
4.1.3.1.2,material,510,0.005
4.1.3.1.2,material,594,1.05
4.1.3.1.3,material,510,0.005
4.1.3.1.3,material,595,1.05
4.1.3.1.4,material,510,0.005
4.1.3.1.4,material,596,1.05
4.1.3.1.5,material,510,0.005
4.1.3.1.5,material,597,1.05
4.1.3.1.6,material,510,0.005
4.1.3.1.6,material,598,1.05
4.1.3.1.7,material,510,0.005
4.1.3.1.7,material,599,1.05
4.1.3.2.1,material,510,0.005
4.1.3.2.1,material,600,1.05
4.1.3.2.2,material,510,0.005
4.1.3.2.2,material,601,1.05
4.1.3.2.3,material,510,0.005
4.1.3.2.3,material,602,1.05
4.1.3.2.4,material,510,0.005
4.1.3.2.4,material,603,1.05
4.1.3.2.5,material,510,0.005
4.1.3.2.5,material,604,1.05
4.1.3.2.6,material,510,0.005
4.1.3.2.6,material,605,1.05
4.1.3.2.7,material,510,0.005
4.1.3.2.7,material,606,1.05
4.1.3.3.1,material,510,0.02
4.1.3.3.1,material,607,1.05
4.1.3.3.2,material,510,0.02
4.1.3.3.2,material,608,1.05
4.1.3.3.3,material,510,0.02
4.1.3.3.3,material,609,1.05
4.1.3.3.4,material,510,0.02
4.1.3.3.4,material,610,1.05
4.1.3.3.5,material,510,0.02
4.1.3.3.5,material,611,1.05
4.1.3.4.1,material,510,0.02
4.1.3.4.1,material,612,1.05
4.1.3.4.2,material,510,0.02
4.1.3.4.2,material,613,1.05
4.1.3.4.3,material,510,0.02
4.1.3.4.3,material,614,1.05
4.1.3.4.4,material,510,0.02
4.1.3.4.4,material,615,1.05
4.1.3.4.5,material,510,0.02
4.1.3.4.5,material,616,1.05
4.1.3.5.1,material,510,0.02
4.1.3.5.1,material,617,1.05
4.1.3.5.2,material,510,0.02
4.1.3.5.2,material,618,1.05
4.1.3.5.3,material,510,0.02
4.1.3.5.3,material,619,1.05
4.1.3.5.4,material,510,0.02
4.1.3.5.4,material,620,1.05
4.1.3.5.5,material,510,0.02
4.1.3.5.5,material,621,1.05
4.1.3.6.1,material,510,0.02
4.1.3.6.1,material,622,1.05
4.1.3.6.2,material,510,0.02
4.1.3.6.2,material,623,1.05
