id,ahs_code,component_type,component_id,quantity,coefficient
2161,3.6.1.5,labor,13,0.0067,
2162,3.6.1.5,material,43,143.81,
2163,3.6.1.5,material,15,18.5,
2164,3.6.1.5,material,122,0.122,
2165,3.6.1.6,labor,10,0.2,
2166,3.6.1.6,labor,15,0.1,
2167,3.6.1.6,labor,12,0.01,
2168,3.6.1.6,labor,13,0.0033,
2169,3.6.1.6,material,43,71.91,
2170,3.6.1.6,material,15,18.95,
2171,3.6.1.6,material,122,0.038,
2172,3.6.1.7,labor,10,0.2,
2173,3.6.1.7,labor,15,0.1,
2174,3.6.1.7,labor,12,0.01,
2175,3.6.1.7,labor,13,0.0033,
2176,3.6.1.7,material,43,71.91,
2177,3.6.1.7,material,15,14.37,
2178,3.6.1.7,material,122,0.04,
2179,3.6.1.8,labor,10,0.2,
2180,3.6.1.8,labor,15,0.1,
2181,3.6.1.8,labor,12,0.01,
2182,3.6.1.8,labor,13,0.0033,
2183,3.6.1.8,material,43,71.91,
2184,3.6.1.8,material,15,11.5,
2185,3.6.1.8,material,122,0.043,
2186,3.6.1.9,labor,10,0.2,
2187,3.6.1.9,labor,15,0.1,
2188,3.6.1.9,labor,12,0.01,
2189,3.6.1.9,labor,13,0.0033,
2190,3.6.1.9,material,43,71.91,
2191,3.6.1.9,material,15,9.68,
2192,3.6.1.9,material,122,0.045,
2193,3.6.1.10,labor,10,0.2,
2194,3.6.1.10,labor,15,0.1,
2195,3.6.1.10,labor,12,0.01,
2196,3.6.1.10,labor,13,0.0033,
2197,3.6.1.10,material,43,71.91,
2198,3.6.1.10,material,15,8.32,
2199,3.6.1.10,material,122,0.049,
2200,3.6.2.1,labor,10,0.1667,
2201,3.6.2.1,labor,15,0.0833,
2202,3.6.2.1,labor,12,0.0083,
2203,3.6.2.1,labor,13,0.0028,
2204,3.6.2.1,material,239,14.0,
2205,3.6.2.1,material,15,30.32,
2206,3.6.2.1,material,122,0.728,
2207,3.6.2.1,material,240,0.28,
2208,3.6.2.2,labor,10,0.2,
2209,3.6.2.2,labor,15,0.1,
2210,3.6.2.2,labor,12,0.01,
2211,3.6.2.2,labor,13,0.0033,
2212,3.6.2.2,material,239,14.0,
2213,3.6.2.2,material,15,24.26,
2214,3.6.2.2,material,122,0.772,
2215,3.6.2.2,material,240,0.28,
2216,3.6.2.3,labor,10,0.1667,
2217,3.6.2.3,labor,15,0.0833,
2218,3.6.2.3,labor,12,0.0083,
2219,3.6.2.3,labor,13,0.0028,
2220,3.6.2.3,material,241,12.5,
2221,3.6.2.3,material,15,22.74,
2222,3.6.2.3,material,122,0.55,
2223,3.6.2.3,material,240,0.28,
2224,3.6.2.4,labor,10,0.1667,
2225,3.6.2.4,labor,15,0.0833,
2226,3.6.2.4,labor,12,0.0083,
2227,3.6.2.4,labor,13,0.0028,
2228,3.6.2.4,material,241,12.5,
2229,3.6.2.4,material,15,18.2,
2230,3.6.2.4,material,122,0.582,
2231,3.6.2.4,material,240,0.28,
2232,3.6.2.5,labor,10,0.1667,
2233,3.6.2.5,labor,15,0.0833,
2234,3.6.2.5,labor,12,0.0083,
2235,3.6.2.5,labor,13,0.0028,
2236,3.6.2.5,material,242,12.5,
2237,3.6.2.5,material,15,15.16,
2238,3.6.2.5,material,122,0.364,
2239,3.6.2.5,material,240,0.28,
2240,3.6.2.6,labor,10,0.1667,
2241,3.6.2.6,labor,15,0.0833,
2242,3.6.2.6,labor,12,0.0083,
2243,3.6.2.6,labor,13,0.0028,
2244,3.6.2.6,material,242,12.5,
2245,3.6.2.6,material,15,12.13,
2246,3.6.2.6,material,122,0.388,
2247,3.6.2.6,material,240,0.28,
2248,3.6.3.1,labor,10,0.2,
2249,3.6.3.1,labor,15,0.1,
2250,3.6.3.1,labor,12,0.01,
2251,3.6.3.1,labor,13,0.0033,
2252,3.6.3.1,material,243,36.46,
2253,3.6.3.1,material,15,14.0,
2254,3.6.3.1,material,122,0.035,
2255,3.6.3.2,labor,10,0.2,
2256,3.6.3.2,labor,15,0.1,
2257,3.6.3.2,labor,12,0.01,
2258,3.6.3.2,labor,13,0.0033,
2259,3.6.3.2,material,243,36.46,
2260,3.6.3.2,material,15,11.0,
2261,3.6.3.2,material,122,0.035,
2262,3.6.3.3,labor,10,0.3,
2263,3.6.3.3,labor,15,0.15,
2264,3.6.3.3,labor,12,0.015,
2265,3.6.3.3,labor,13,0.005,
2266,3.6.3.3,material,244,36.46,
2267,3.6.3.3,material,15,14.0,
2268,3.6.3.3,material,122,0.032,
2269,3.6.3.4,labor,10,0.2,
2270,3.6.3.4,labor,15,0.1,
2271,3.6.3.4,labor,12,0.01,
2272,3.6.3.4,labor,13,0.0033,
2273,3.6.3.4,material,245,26.25,
2274,3.6.3.4,material,15,14.0,
2275,3.6.3.4,material,122,0.032,
2276,3.6.3.5,labor,10,0.2,
2277,3.6.3.5,labor,15,0.1,
2278,3.6.3.5,labor,12,0.01,
2279,3.6.3.5,labor,13,0.0033,
2280,3.6.3.5,material,243,26.25,
2281,3.6.3.5,material,15,14.0,
2282,3.6.3.5,material,122,0.032,
2295,3.6.4.3,labor,10,0.25,
2296,3.6.4.3,labor,15,0.125,
2297,3.6.4.3,labor,12,0.0125,
2298,3.6.4.3,labor,13,0.0042,
2299,3.6.4.3,material,247,8.75,
2300,3.6.4.3,material,246,6.857,
2301,3.6.5.1,labor,10,0.1818,
2302,3.6.5.1,labor,15,0.0909,
2303,3.6.5.1,labor,12,0.0091,
2304,3.6.5.1,labor,13,0.003,
2305,3.6.5.1,material,248,14.0,
2306,3.6.5.1,material,15,30.95,
2307,3.6.5.1,material,122,0.091,
2308,3.6.5.1,material,240,0.28,
2309,3.6.5.2,labor,10,0.1667,
2310,3.6.5.2,labor,15,0.0833,
2311,3.6.5.2,labor,12,0.0083,
2312,3.6.5.2,labor,13,0.0028,
2313,3.6.5.2,material,248,14.0,
2314,3.6.5.2,material,15,24.26,
2315,3.6.5.2,material,122,0.772,
2316,3.6.5.2,material,240,0.28,
2317,3.6.6.1,labor,10,0.2,
2318,3.6.6.1,labor,15,0.1,
2319,3.6.6.1,labor,12,0.01,
2320,3.6.6.1,labor,13,0.003,
2321,3.6.6.1,material,249,0.739,
2322,3.6.6.1,material,250,1.1,
2323,3.6.6.1,material,181,0.05,
2324,3.6.6.1,material,251,0.106,
2325,3.7.1,labor,10,0.2,
2326,3.7.1,labor,15,0.1,
2327,3.7.1,labor,12,0.01,
2328,3.7.1,labor,13,0.0033,
2329,3.7.1,material,15,15.504,
2330,3.7.1,material,122,0.016,
2331,3.7.2,labor,10,0.2,
2332,3.7.2,labor,15,0.1,
2333,3.7.2,labor,12,0.01,
2334,3.7.2,labor,13,0.0033,
2335,3.7.2,material,15,10.224,
2336,3.7.2,material,122,0.02,
2337,3.7.3,labor,10,0.2,
2338,3.7.3,labor,15,0.1,
2339,3.7.3,labor,12,0.01,
2340,3.7.3,labor,13,0.0033,
2341,3.7.3,material,15,7.776,
2342,3.7.3,material,122,0.023,
2343,3.7.4,labor,10,0.2,
2344,3.7.4,labor,15,0.1,
2345,3.7.4,labor,12,0.01,
2346,3.7.4,labor,13,0.0033,
2347,3.7.4,material,15,6.24,
2348,3.7.4,material,122,0.024,
2349,3.7.5,labor,10,0.2,
2350,3.7.5,labor,15,0.1,
2351,3.7.5,labor,12,0.01,
2352,3.7.5,labor,13,0.0033,
2353,3.7.5,material,15,5.184,
2354,3.7.5,material,122,0.026,
2355,3.7.6,labor,10,0.2,
2356,3.7.6,labor,15,0.1,
2357,3.7.6,labor,12,0.01,
2358,3.7.6,labor,13,0.0033,
2359,3.7.6,material,15,4.416,
2360,3.7.6,material,122,0.027,
2361,3.7.7,labor,10,0.167,
2362,3.7.7,labor,15,0.083,
2363,3.7.7,labor,12,0.0083,
2364,3.7.7,labor,13,0.0028,
2365,3.7.7,material,246,16.67,
2366,3.7.8,labor,10,0.2,
2367,3.7.8,labor,15,0.1,
2368,3.7.8,labor,12,0.01,
2369,3.7.8,labor,13,0.0033,
2370,3.7.8,material,15,3.25,
2371,3.7.9,labor,10,0.25,
2372,3.7.9,labor,15,0.125,
2373,3.7.9,labor,12,0.0125,
2374,3.7.9,labor,13,0.0042,
2375,3.7.9,material,15,6.24,
2376,3.7.9,material,122,0.024,
2377,3.7.10,labor,10,0.1786,
2378,3.7.10,labor,15,0.1786,
2379,3.7.10,labor,12,0.0179,
2380,3.7.10,labor,13,0.006,
2381,3.7.10,material,15,0.5,
2382,3.7.10,material,122,0.013,
2383,3.7.11,labor,10,0.2,
2384,3.7.11,labor,15,0.1,
2385,3.7.11,labor,12,0.01,
2386,3.7.11,labor,13,0.003,
2387,3.7.11,material,15,10.0,
2388,3.7.11,material,252,15.0,
2389,3.7.12,labor,10,0.2,
2390,3.7.12,labor,15,0.1,
2391,3.7.12,labor,12,0.01,
2392,3.7.12,labor,13,0.003,
2393,3.7.12,material,15,10.0,
2394,3.7.12,material,253,15.0,
2395,3.7.13,labor,10,0.133,
2396,3.7.13,labor,15,0.067,
2397,3.7.13,labor,12,0.007,
2398,3.7.13,labor,13,0.002,
2399,3.7.13,material,15,4.32,
2400,3.7.13,material,41,0.006,
2401,3.7.14,labor,10,0.067,
2402,3.7.14,labor,15,0.133,
2403,3.7.14,labor,12,0.013,
2404,3.7.14,labor,13,0.004,
2405,3.7.14,material,15,3.108,
2406,3.7.15,labor,10,0.05,
2407,3.7.15,labor,15,0.1,
2408,3.7.15,labor,12,0.01,
2409,3.7.15,labor,13,0.003,
2410,3.7.15,material,15,1.6,
2411,3.7.16,labor,10,0.1,
2412,3.7.16,labor,15,0.1,
2413,3.7.16,labor,12,0.01,
2414,3.7.16,labor,13,0.0033,
2415,3.7.16,material,254,2.0,
2416,3.8.1,labor,10,0.15,
2417,3.8.1,labor,13,0.0075,
2418,3.8.1,material,255,0.05,
2419,3.8.2,labor,10,0.15,
2420,3.8.2,labor,13,0.0075,
2421,3.8.2,material,256,0.05,
2422,3.8.3,labor,10,0.15,
2423,3.8.3,labor,13,0.0075,
2424,3.8.3,material,257,0.05,
2425,3.8.4,labor,10,0.07,
2426,3.8.4,labor,17,0.009,
2427,3.8.4,labor,12,0.0009,
2428,3.8.4,labor,13,0.0003,
2429,3.8.4,material,258,0.2,
2430,3.8.4,material,259,0.15,
2431,3.8.4,material,260,0.17,
2432,3.8.4,material,261,0.26,
2433,3.8.4,material,262,0.01,
2434,3.8.4,material,263,0.03,
2435,3.8.4,material,264,0.2,
2436,3.8.5,labor,10,0.07,
2437,3.8.5,labor,17,0.105,
2438,3.8.5,labor,12,0.0105,
2439,3.8.5,labor,13,0.0035,
2440,3.8.5,material,258,0.2,
2441,3.8.5,material,259,0.15,
2442,3.8.5,material,260,0.17,
2443,3.8.5,material,261,0.35,
2444,3.8.5,material,262,0.01,
2445,3.8.5,material,263,0.03,
2446,3.8.5,material,264,0.2,
2447,3.8.6,labor,10,0.04,
2448,3.8.6,labor,17,0.063,
2449,3.8.6,labor,12,0.0063,
2450,3.8.6,labor,13,0.0021,
2451,3.8.6,material,265,0.36,
2452,3.8.7,labor,10,0.04,
2453,3.8.7,labor,17,0.06,
2454,3.8.7,labor,12,0.006,
2455,3.8.7,labor,13,0.002,
2456,3.8.7,material,266,0.15,
2457,3.8.7,material,267,0.372,
2458,3.8.7,material,264,2.0,
2459,3.8.8,labor,10,0.1,
2460,3.8.8,labor,13,0.005,
2461,3.8.8,material,19,0.35,
2462,3.8.9,labor,10,0.16,
2463,3.8.9,labor,17,0.16,
2464,3.8.9,labor,12,0.016,
2465,3.8.9,labor,13,0.0053,
2466,3.8.9,material,268,0.15,
2467,3.8.9,material,269,0.05,
2468,3.8.9,material,264,0.1,
2469,3.8.10.1,labor,10,0.0667,
2470,3.8.10.1,labor,17,0.0667,
2471,3.8.10.1,labor,12,0.0067,
2472,3.8.10.1,labor,13,0.0022,
2473,3.8.10.1,material,270,0.1,
2474,3.8.10.1,material,271,0.26,
2475,3.8.10.2,labor,10,0.0769,
2476,3.8.10.2,labor,17,0.0769,
2477,3.8.10.2,labor,12,0.0077,
2478,3.8.10.2,labor,13,0.0026,
2479,3.8.10.2,material,272,0.1,
2480,3.8.10.2,material,273,0.26,
2481,3.8.11.1,labor,10,0.05,
2482,3.8.11.1,labor,17,0.05,
2483,3.8.11.1,labor,12,0.005,
2484,3.8.11.1,labor,13,0.0017,
2485,3.8.11.1,material,270,0.12,
2486,3.8.11.1,material,271,0.18,
2487,3.8.11.2,labor,10,0.05,
2488,3.8.11.2,labor,17,0.05,
2489,3.8.11.2,labor,12,0.005,
2490,3.8.11.2,labor,13,0.0017,
2491,3.8.11.2,material,272,0.12,
2492,3.8.11.2,material,273,0.18,
2493,3.8.12,labor,10,0.15,
2494,3.8.12,labor,17,0.001,
2495,3.8.12,labor,12,0.0001,
2496,3.8.12,labor,13,3.3e-05,
2497,3.8.12,material,274,0.15,
2498,3.8.12,material,264,0.1,
2499,3.8.12,material,275,0.25,
2500,3.8.13,labor,10,0.04,
2501,3.8.13,labor,17,0.005,
2502,3.8.13,labor,12,0.0005,
2503,3.8.13,labor,13,0.0002,
2504,3.8.13,material,274,0.3,
2505,3.8.13,material,264,0.2,
2506,3.8.13,material,275,0.25,
2507,3.8.14,labor,10,0.2,
2508,3.8.14,labor,17,0.2,
2509,3.8.14,labor,12,0.02,
2510,3.8.14,labor,13,0.0067,
2511,3.8.14,material,276,0.3,
2512,3.8.14,material,263,0.01,
2513,3.8.15,labor,10,0.4,
2514,3.8.15,labor,17,0.8,
2515,3.8.15,labor,12,0.08,
2516,3.8.15,labor,13,0.0267,
2517,3.8.15,material,276,0.11,
2518,3.8.15,material,277,0.17,
2519,3.8.15,material,278,0.08,
2520,3.8.15,material,262,0.01,
2521,3.8.15,material,263,0.01,
2522,3.8.16,labor,10,0.02,
2523,3.8.16,labor,17,0.2,
2524,3.8.16,labor,12,0.02,
2525,3.8.16,labor,13,0.0067,
2526,3.8.16,material,279,0.1,
2527,3.8.16,material,262,0.01,
2528,3.8.16,material,263,0.01,
2529,3.8.16,material,264,0.02,
2530,3.8.17,labor,10,0.25,
2531,3.8.17,labor,17,0.225,
2532,3.8.17,labor,12,0.0225,
2533,3.8.17,labor,13,0.0075,
2534,3.8.17,material,279,0.1,
2535,3.8.17,material,262,0.01,
2536,3.8.17,material,263,0.01,
2537,3.8.17,material,280,0.002,
2538,3.8.18,labor,10,0.25,
2539,3.8.18,labor,17,0.25,
2540,3.8.18,labor,12,0.025,
2541,3.8.18,labor,13,0.0083,
2542,3.8.18,material,276,0.1,
2543,3.8.18,material,277,0.1,
2544,3.8.18,material,278,0.08,
2545,3.8.18,material,262,0.01,
2546,3.8.18,material,263,0.01,
2547,3.8.19,labor,10,0.06,
2548,3.8.19,labor,17,0.06,
2549,3.8.19,labor,12,0.006,
2550,3.8.19,labor,13,0.002,
2551,3.8.19,material,278,0.3,
2552,3.8.19,material,262,0.01,
2553,3.8.19,material,263,0.01,
2554,3.8.20.1,labor,10,0.0625,
2555,3.8.20.1,labor,17,0.0625,
2556,3.8.20.1,labor,12,0.0063,
2557,3.8.20.1,labor,13,0.0021,
2558,3.8.20.1,material,270,0.12,
2559,3.8.20.1,material,271,0.18,
2560,3.8.20.2,labor,10,0.0625,
2561,3.8.20.2,labor,17,0.0625,
2562,3.8.20.2,labor,12,0.0063,
2563,3.8.20.2,labor,13,0.0021,
2564,3.8.20.2,material,281,0.12,
2565,3.8.20.2,material,282,0.18,
2566,3.8.21,labor,10,0.2,
2567,3.8.21,labor,17,0.2,
2568,3.8.21,labor,12,0.02,
2569,3.8.21,labor,13,0.0067,
2570,3.8.21,material,283,1.0,
2571,3.8.22,labor,10,0.2,
2572,3.8.22,labor,17,1.2,
2573,3.8.22,labor,12,0.12,
2574,3.8.22,labor,13,0.04,
2575,3.8.22,material,284,0.15,
2576,3.8.22,material,285,0.15,
2577,3.8.22,material,286,0.15,
2578,3.8.22,material,287,0.24,
2579,3.8.22,material,288,0.2,
2580,3.8.22,material,264,0.6,
2581,3.9.1,labor,10,0.1333,
2582,3.9.1,labor,15,0.0667,
2583,3.9.1,labor,12,0.0067,
2584,3.9.1,labor,13,0.0022,
2585,3.9.1,material,289,26.25,
2586,3.9.1,material,15,13.632,
2587,3.9.1,material,122,0.027,
2588,3.9.1.2,labor,10,0.1429,
2589,3.9.1.2,labor,15,0.0714,
2590,3.9.1.2,labor,12,0.0071,
2591,3.9.1.2,labor,13,0.0024,
2592,3.9.1.2,material,290,11.667,
2593,3.9.1.2,material,15,13.632,
2594,3.9.1.2,material,122,0.027,
2595,3.9.1.3,labor,10,0.1538,
2596,3.9.1.3,labor,15,0.0769,
2597,3.9.1.3,labor,12,0.0077,
2598,3.9.1.3,labor,13,0.0026,
2599,3.9.1.3,material,291,6.563,
2600,3.9.1.3,material,15,13.632,
2601,3.9.1.3,material,122,0.027,
2602,3.9.1.4,labor,10,0.25,
2603,3.9.1.4,labor,15,0.0833,
2604,3.9.1.4,labor,12,0.0083,
2605,3.9.1.4,labor,13,0.0028,
2606,3.9.1.4,material,292,2.917,
2607,3.9.1.4,material,15,13.632,
2608,3.9.1.4,material,122,0.027,
2609,3.9.1.5,labor,10,0.0571,
2610,3.9.1.5,labor,15,0.0286,
2611,3.9.1.5,labor,12,0.0029,
2612,3.9.1.5,labor,13,0.001,
2613,3.9.1.5,material,293,5.25,
2614,3.9.1.5,material,15,1.704,
2615,3.9.1.5,material,122,0.003,
2616,3.9.1.6,labor,10,0.0625,
2617,3.9.1.6,labor,15,0.0313,
2618,3.9.1.6,labor,12,0.0031,
2619,3.9.1.6,labor,13,0.001,
2620,3.9.1.6,material,294,3.5,
2621,3.9.1.6,material,15,1.704,
2622,3.9.1.6,material,122,0.003,
2623,3.9.1.7,labor,10,0.0667,
2624,3.9.1.7,labor,15,0.0333,
2625,3.9.1.7,labor,12,0.0033,
2626,3.9.1.7,labor,13,0.0011,
2627,3.9.1.7,material,295,2.625,
2628,3.9.1.7,material,15,1.704,
2629,3.9.1.7,material,122,0.003,
2630,3.9.1.8,labor,10,0.0714,
2631,3.9.1.8,labor,15,0.0357,
2632,3.9.1.8,labor,12,0.0036,
2633,3.9.1.8,labor,13,0.0012,
2634,3.9.1.8,material,296,1.75,
2635,3.9.1.8,material,15,1.704,
2636,3.9.1.8,material,122,0.003,
2637,3.9.2.1,labor,10,0.1333,
2638,3.9.2.1,labor,15,0.0667,
2639,3.9.2.1,labor,12,0.0067,
2640,3.9.2.1,labor,13,0.0022,
2641,3.9.2.1,material,297,26.25,
2642,3.9.2.1,material,15,13.632,
2643,3.9.2.1,material,164,1.5,
2644,3.9.2.1,material,122,0.027,
2645,3.9.2.2,labor,10,0.1429,
2646,3.9.2.2,labor,15,0.0714,
2647,3.9.2.2,labor,12,0.0071,
2648,3.9.2.2,labor,13,0.0024,
2649,3.9.2.2,material,298,11.667,
2650,3.9.2.2,material,15,13.632,
2651,3.9.2.2,material,164,1.5,
2652,3.9.2.2,material,122,0.027,
2653,3.9.2.3,labor,10,0.1538,
2654,3.9.2.3,labor,15,0.0769,
2655,3.9.2.3,labor,12,0.0077,
2656,3.9.2.3,labor,13,0.0026,
2657,3.9.2.3,material,299,6.563,
2658,3.9.2.3,material,15,13.632,
2659,3.9.2.3,material,164,1.5,
2660,3.9.2.3,material,122,0.027,
2661,3.9.2.4,labor,10,0.25,
2662,3.9.2.4,labor,15,0.0833,
2663,3.9.2.4,labor,12,0.0083,
2664,3.9.2.4,labor,13,0.0028,
2665,3.9.2.4,material,300,2.917,
2666,3.9.2.4,material,15,13.632,
2667,3.9.2.4,material,164,1.5,
2668,3.9.2.4,material,122,0.027,
2669,3.9.2.5,labor,10,0.0571,
2670,3.9.2.5,labor,15,0.0286,
2671,3.9.2.5,labor,12,0.0029,
2672,3.9.2.5,labor,13,0.001,
2673,3.9.2.5,material,301,5.25,
2674,3.9.2.5,material,15,1.704,
2675,3.9.2.5,material,164,0.188,
2676,3.9.2.5,material,122,0.003,
2677,3.9.2.6,labor,10,0.0625,
2678,3.9.2.6,labor,15,0.0313,
2679,3.9.2.6,labor,12,0.0031,
2680,3.9.2.6,labor,13,0.001,
2681,3.9.2.6,material,302,3.5,
2682,3.9.2.6,material,15,1.704,
2683,3.9.2.6,material,164,0.188,
2684,3.9.2.6,material,122,0.003,
2685,3.9.2.7,labor,10,0.0667,
2686,3.9.2.7,labor,15,0.0333,
2687,3.9.2.7,labor,12,0.0033,
2688,3.9.2.7,labor,13,0.0011,
2689,3.9.2.7,material,303,2625.0,
2690,3.9.2.7,material,15,1.704,
2691,3.9.2.7,material,164,0.188,
2692,3.9.2.7,material,122,0.003,
2693,3.9.2.8,labor,10,0.0714,
2694,3.9.2.8,labor,15,0.0357,
2695,3.9.2.8,labor,12,0.0036,
2696,3.9.2.8,labor,13,0.0012,
2697,3.9.2.8,material,304,1.75,
2698,3.9.2.8,material,15,1.704,
2699,3.9.2.8,material,164,0.188,
2700,3.9.2.8,material,122,0.003,
2701,3.9.3.1,labor,10,0.1429,
2702,3.9.3.1,labor,15,0.0714,
2703,3.9.3.1,labor,12,0.0071,
2704,3.9.3.1,labor,13,0.0024,
2705,3.9.3.1,material,305,11.667,
2706,3.9.3.1,material,15,13.632,
2707,3.9.3.1,material,164,1.5,
2708,3.9.3.1,material,122,0.027,
2709,3.9.3.2,labor,10,0.1538,
2710,3.9.3.2,labor,15,0.0769,
2711,3.9.3.2,labor,12,0.0077,
2712,3.9.3.2,labor,13,0.0026,
2713,3.9.3.2,material,306,6.563,
2714,3.9.3.2,material,15,13.632,
2715,3.9.3.2,material,164,1.5,
2716,3.9.3.2,material,122,0.027,
2717,3.9.3.3,labor,10,0.36,
2718,3.9.3.3,labor,15,0.18,
2719,3.9.3.3,labor,12,0.018,
2720,3.9.3.3,labor,13,0.006,
2721,3.9.3.3,material,307,0.036,
2722,3.9.3.3,material,164,0.1,
2723,3.9.3.4,labor,10,0.0625,
2724,3.9.3.4,labor,15,0.0313,
2725,3.9.3.4,labor,12,0.0031,
2726,3.9.3.4,labor,13,0.001,
2727,3.9.3.4,material,308,3.5,
2728,3.9.3.4,material,15,1.704,
2729,3.9.3.4,material,164,0.188,
2730,3.9.3.4,material,122,0.003,
2731,3.9.3.5,labor,10,0.0667,
2732,3.9.3.5,labor,15,0.0333,
2733,3.9.3.5,labor,12,0.0033,
2734,3.9.3.5,labor,13,0.0011,
2735,3.9.3.5,material,309,2.625,
2736,3.9.3.5,material,15,1.704,
2737,3.9.3.5,material,164,0.188,
2738,3.9.3.5,material,122,0.003,
2739,3.9.4.1,labor,10,0.1429,
2740,3.9.4.1,labor,15,0.0714,
2741,3.9.4.1,labor,12,0.0071,
2742,3.9.4.1,labor,13,0.0024,
2743,3.9.4.1,material,310,11.667,
2744,3.9.4.1,material,15,13.632,
2745,3.9.4.1,material,164,1.5,
2746,3.9.4.1,material,122,0.027,
2747,3.9.4.2,labor,10,0.1538,
2748,3.9.4.2,labor,15,0.0769,
2749,3.9.4.2,labor,12,0.0077,
2750,3.9.4.2,labor,13,0.0026,
2751,3.9.4.2,material,311,6.563,
2752,3.9.4.2,material,15,13.632,
2753,3.9.4.2,material,164,1.5,
2754,3.9.4.2,material,122,0.027,
2755,3.9.4.3,labor,10,0.25,
2756,3.9.4.3,labor,15,0.0833,
2757,3.9.4.3,labor,12,0.0083,
2758,3.9.4.3,labor,13,0.0028,
2759,3.9.4.3,material,312,2.917,
2760,3.9.4.3,material,15,13.632,
2761,3.9.4.3,material,164,1.5,
2762,3.9.4.3,material,122,0.027,
2763,3.9.4.4,labor,10,0.0625,
2764,3.9.4.4,labor,15,0.0313,
2765,3.9.4.4,labor,12,0.0031,
2766,3.9.4.4,labor,13,0.001,
2767,3.9.4.4,material,313,3.5,
2768,3.9.4.4,material,15,1.704,
2769,3.9.4.4,material,164,0.188,
2770,3.9.4.4,material,122,0.003,
2771,3.9.4.5,labor,10,0.0667,
2772,3.9.4.5,labor,15,0.0333,
2773,3.9.4.5,labor,12,0.0033,
2774,3.9.4.5,labor,13,0.0011,
2775,3.9.4.5,material,314,2.625,
2776,3.9.4.5,material,15,1.704,
2777,3.9.4.5,material,164,0.188,
2778,3.9.4.5,material,122,0.003,
2779,3.9.4.6,labor,10,0.0714,
2780,3.9.4.6,labor,15,0.0357,
2781,3.9.4.6,labor,12,0.0036,
2782,3.9.4.6,labor,13,0.0012,
2783,3.9.4.6,material,315,1.75,
2784,3.9.4.6,material,15,1.704,
2785,3.9.4.6,material,164,0.188,
2786,3.9.4.6,material,122,0.003,
2787,3.9.4.7,labor,10,0.1429,
2788,3.9.4.7,labor,15,0.0714,
2789,3.9.4.7,labor,12,0.0071,
2790,3.9.4.7,labor,13,0.0024,
2791,3.9.4.7,material,316,11.667,
2792,3.9.4.7,material,15,13.632,
2793,3.9.4.7,material,164,1.5,
2794,3.9.4.7,material,122,0.027,
2795,3.9.4.8,labor,10,0.1538,
2796,3.9.4.8,labor,15,0.0769,
2797,3.9.4.8,labor,12,0.0077,
2798,3.9.4.8,labor,13,0.0026,
2799,3.9.4.8,material,317,6.563,
2800,3.9.4.8,material,15,13.632,
2801,3.9.4.8,material,164,1.5,
2802,3.9.4.8,material,122,0.027,
2803,3.9.4.9,labor,10,0.25,
2804,3.9.4.9,labor,15,0.0833,
2805,3.9.4.9,labor,12,0.0083,
2806,3.9.4.9,labor,13,0.0028,
2807,3.9.4.9,material,318,2.917,
2808,3.9.4.9,material,15,13.632,
2809,3.9.4.9,material,164,1.5,
2810,3.9.4.9,material,122,0.027,
2811,3.9.4.10,labor,10,0.0625,
2812,3.9.4.10,labor,15,0.0313,
2813,3.9.4.10,labor,12,0.0031,
2814,3.9.4.10,labor,13,0.001,
2815,3.9.4.10,material,319,3.5,
2816,3.9.4.10,material,15,1.704,
2817,3.9.4.10,material,164,0.188,
2818,3.9.4.10,material,122,0.003,
2819,3.9.4.11,labor,10,0.0667,
2820,3.9.4.11,labor,15,0.0333,
2821,3.9.4.11,labor,12,0.0033,
2822,3.9.4.11,labor,13,0.0011,
2823,3.9.4.11,material,320,2.625,
2824,3.9.4.11,material,15,1.704,
2825,3.9.4.11,material,164,0.188,
2826,3.9.4.11,material,122,0.003,
2827,3.9.4.12,labor,10,0.0714,
2828,3.9.4.12,labor,15,0.0357,
2829,3.9.4.12,labor,12,0.0036,
2830,3.9.4.12,labor,13,0.0012,
2831,3.9.4.12,material,321,1.75,
2832,3.9.4.12,material,15,1.704,
2833,3.9.4.12,material,164,0.188,
2834,3.9.4.12,material,122,0.003,
2835,3.9.5.1,labor,10,0.1429,
2836,3.9.5.1,labor,15,0.0714,
2837,3.9.5.1,labor,12,0.0071,
2838,3.9.5.1,labor,13,0.0024,
2839,3.9.5.1,material,322,11.667,
2840,3.9.5.1,material,15,13.632,
2841,3.9.5.1,material,164,1.5,
2842,3.9.5.1,material,122,0.027,
2843,3.9.5.2,labor,10,0.1538,
2844,3.9.5.2,labor,15,0.0769,
2845,3.9.5.2,labor,12,0.0077,
2846,3.9.5.2,labor,13,0.0026,
2847,3.9.5.2,material,323,6.563,
2848,3.9.5.2,material,15,13.632,
2849,3.9.5.2,material,164,1.5,
2850,3.9.5.2,material,122,0.027,
2851,3.9.5.3,labor,10,0.25,
2852,3.9.5.3,labor,15,0.0833,
2853,3.9.5.3,labor,12,0.0083,
2854,3.9.5.3,labor,13,0.0028,
2855,3.9.5.3,material,324,2.917,
2856,3.9.5.3,material,15,13.632,
2857,3.9.5.3,material,164,1.5,
2858,3.9.5.3,material,122,0.027,
2859,3.9.5.4,labor,10,0.0625,
2860,3.9.5.4,labor,15,0.0313,
2861,3.9.5.4,labor,12,0.0031,
2862,3.9.5.4,labor,13,0.001,
